image_id,correct,generate
/home/forte/users/nishida/outputs/21645-1.png,A man with long hair is holding something in each hand.,a person dressed like jesus with a cell phone [SEP]
/home/forte/users/nishida/outputs/21645-2.png,A man with long hair is holding something in each hand.,a person dressed like jesus with a cell phone [SEP]
/home/forte/users/nishida/outputs/21645-3.png,A man with long hair is holding something in each hand.,a person with a long hair holding an object. [SEP]
/home/forte/users/nishida/outputs/21646-1.png,A stuffed bear on a clear glass table.,a teddy bear sitting on a table by a window. [SEP]
/home/forte/users/nishida/outputs/21646-2.png,A stuffed bear on a clear glass table.,a stuffed bear sitting behind a glass window [SEP]
/home/forte/users/nishida/outputs/21646-3.png,A stuffed bear on a clear glass table.,a teddy bear sitting in a chair near a window. [SEP]
/home/forte/users/nishida/outputs/21647-1.png,a black man skating on the road very high,a man is riding a skateboard on a road. [SEP]
/home/forte/users/nishida/outputs/21647-2.png,a black man skating on the road very high,a man on a skateboard posing in the air in the mountains. [SEP]
/home/forte/users/nishida/outputs/21647-3.png,a black man skating on the road very high,a skateboarder makes a rim turn and resting on edge. [SEP]
/home/forte/users/nishida/outputs/21648-1.png,High view of freight train passing through verdant countryside.,a train traveling down railroad tracks next to a grassy hillside [SEP]
/home/forte/users/nishida/outputs/21648-2.png,High view of freight train passing through verdant countryside.,a train going through a lush green field. [SEP]
/home/forte/users/nishida/outputs/21648-3.png,High view of freight train passing through verdant countryside.,a train traveling down tracks next to a forest. [SEP]
/home/forte/users/nishida/outputs/21649-1.png,A very big display of many kinds of pastries.,a variety of desserts being displayed on some shelves. [SEP]
/home/forte/users/nishida/outputs/21649-2.png,A very big display of many kinds of pastries.,a variety of desserts being displayed on some shelves. [SEP]
/home/forte/users/nishida/outputs/21649-3.png,A very big display of many kinds of pastries.,a variety of desserts being displayed on some shelves. [SEP]
/home/forte/users/nishida/outputs/21650-1.png,A young boy enjoying playing outside in his front yard.,a small child on some grass and a frisbee [SEP]
/home/forte/users/nishida/outputs/21650-2.png,A young boy enjoying playing outside in his front yard.,a child with a brush in a garden area next to a house. [SEP]
/home/forte/users/nishida/outputs/21650-3.png,A young boy enjoying playing outside in his front yard.,a young boy playing with a toy in a yard. [SEP]
/home/forte/users/nishida/outputs/21651-1.png,A man sleeping on top of a green bench next to a forest.,a man sitting on a wooden bench in the middle of a forest. [SEP]
/home/forte/users/nishida/outputs/21651-2.png,A man sleeping on top of a green bench next to a forest.,a bench sits in the middle of a forest. [SEP]
/home/forte/users/nishida/outputs/21651-3.png,A man sleeping on top of a green bench next to a forest.,a person laying on a bench in the middle of the forest. [SEP]
/home/forte/users/nishida/outputs/21652-1.png,Two baby lambs standing around in a grassy area. ,a close up of two baby lambs grazing on some grass. [SEP]
/home/forte/users/nishida/outputs/21652-2.png,Two baby lambs standing around in a grassy area. ,a close up of two lambs grazing on some grass. [SEP]
/home/forte/users/nishida/outputs/21652-3.png,Two baby lambs standing around in a grassy area. ,a baby lamb standing next to a bigger sheep [SEP]
/home/forte/users/nishida/outputs/21653-1.png,A woman holding onto a statue of a brown bear.,a woman posing for a photo while holding a bear. [SEP]
/home/forte/users/nishida/outputs/21653-2.png,A woman holding onto a statue of a brown bear.,a woman standing next to a a statue of a bear. [SEP]
/home/forte/users/nishida/outputs/21653-3.png,A woman holding onto a statue of a brown bear.,a woman holds a teddy bear and other objects. [SEP]
/home/forte/users/nishida/outputs/21654-1.png,A rug designed to look like a computer keyboard.,a living room with a black couch and a red and black rug [SEP]
/home/forte/users/nishida/outputs/21654-2.png,A rug designed to look like a computer keyboard.,a rug is draped over a step to create an illusional effect. [SEP]
/home/forte/users/nishida/outputs/21654-3.png,A rug designed to look like a computer keyboard.,a living room rug is in front of a couch. [SEP]
/home/forte/users/nishida/outputs/21655-1.png,A woman sits on a park bench on a sunny day.,a woman is sitting on a bench in the park. [SEP]
/home/forte/users/nishida/outputs/21655-2.png,A woman sits on a park bench on a sunny day.,a woman sitting on a bench next to a walkway and looking down at the water. [SEP]
/home/forte/users/nishida/outputs/21655-3.png,A woman sits on a park bench on a sunny day.,a woman sitting on a bench next to a walkway and looking at some people [SEP]
/home/forte/users/nishida/outputs/21656-1.png,A laptop sits open on top of a desk.,a laptop on a desk with a phone near by [SEP]
/home/forte/users/nishida/outputs/21656-2.png,A laptop sits open on top of a desk.,a computer and some paper on a desk [SEP]
/home/forte/users/nishida/outputs/21656-3.png,A laptop sits open on top of a desk.,a laptop computer sitting on top of a wooden desk. [SEP]
/home/forte/users/nishida/outputs/21657-1.png,"Three dogs on a dirt path, two laying down and one standing",three dogs laying in the dirt together and playing. [SEP]
/home/forte/users/nishida/outputs/21657-2.png,"Three dogs on a dirt path, two laying down and one standing",two dogs hanging out next to each other on a dirt road. [SEP]
/home/forte/users/nishida/outputs/21657-3.png,"Three dogs on a dirt path, two laying down and one standing",two dogs laying in the dirt together looking away. [SEP]
/home/forte/users/nishida/outputs/21658-1.png,A man riding a white surfboard on top of a wave.,a man on a surfboard riding a large wave. [SEP]
/home/forte/users/nishida/outputs/21658-2.png,A man riding a white surfboard on top of a wave.,a man riding a wave on top of a surfboard. [SEP]
/home/forte/users/nishida/outputs/21658-3.png,A man riding a white surfboard on top of a wave.,a surfer on a surfboard riding a wave. [SEP]
/home/forte/users/nishida/outputs/21659-1.png,A girl with a broken arm standing in a bathroom,a girl holding a bird in a bathroom shower curtain. [SEP]
/home/forte/users/nishida/outputs/21659-2.png,A girl with a broken arm standing in a bathroom,a young girl standing in front of a toilet in a bathroom. [SEP]
/home/forte/users/nishida/outputs/21659-3.png,A girl with a broken arm standing in a bathroom,a girl in a white shirt in a bathroom with a tiled wall. [SEP]
/home/forte/users/nishida/outputs/21660-1.png,A man performing a trick on his skateboard .,a man in a pink shirt is doing a trick on a skateboard. [SEP]
/home/forte/users/nishida/outputs/21660-2.png,A man performing a trick on his skateboard .,a man in a blue shirt riding a skateboard [SEP]
/home/forte/users/nishida/outputs/21660-3.png,A man performing a trick on his skateboard .,a man riding a skateboard with a jacket around his neck. [SEP]
/home/forte/users/nishida/outputs/21661-1.png,A black cat is sitting on a purse on a bed.,a black cat is on a chair in a room [SEP]
/home/forte/users/nishida/outputs/21661-2.png,A black cat is sitting on a purse on a bed.,a black bag with a cat design on the top of it [SEP]
/home/forte/users/nishida/outputs/21661-3.png,A black cat is sitting on a purse on a bed.,a black cat wearing pillows on a bed with a tv [SEP]
/home/forte/users/nishida/outputs/21662-1.png,A group of boats in harbor next to a pier.,two small boats moored to a pier in the water. [SEP]
/home/forte/users/nishida/outputs/21662-2.png,A group of boats in harbor next to a pier.,two boats moored at a pier in a body of water. [SEP]
/home/forte/users/nishida/outputs/21662-3.png,A group of boats in harbor next to a pier.,two boats are docked in the marina by a wooden pier. [SEP]
/home/forte/users/nishida/outputs/21663-1.png,A kitchen with a refrigerator and a stove in it.,"a kitchen with a table, refrigerator, and cabinets. [SEP]"
/home/forte/users/nishida/outputs/21663-2.png,A kitchen with a refrigerator and a stove in it.,a kitchen with a center island and a metallic refrigerator. [SEP]
/home/forte/users/nishida/outputs/21663-3.png,A kitchen with a refrigerator and a stove in it.,a kitchen that has a refrigerator and a lot of magnets on it. [SEP]
/home/forte/users/nishida/outputs/21664-1.png,A bathroom with a long counter near a bathtub.  ,a bathroom with a toilet and bathtub seen. [SEP]
/home/forte/users/nishida/outputs/21664-2.png,A bathroom with a long counter near a bathtub.  ,a bathroom with a toilet and a sink [SEP]
/home/forte/users/nishida/outputs/21664-3.png,A bathroom with a long counter near a bathtub.  ,"a bathroom with a toilet, sink and bathtub. [SEP]"
/home/forte/users/nishida/outputs/21665-1.png,Filtred photograph of park bench with mountains in the background.,a bench sitting in a park with a field and mountain in the background. [SEP]
/home/forte/users/nishida/outputs/21665-2.png,Filtred photograph of park bench with mountains in the background.,a park bench siting next to a lake next to a forest. [SEP]
/home/forte/users/nishida/outputs/21665-3.png,Filtred photograph of park bench with mountains in the background.,a bench siting on a park bench next to a field with mountains in the background. [SEP]
/home/forte/users/nishida/outputs/21666-1.png,A computer desk illumined by a lamp at night.,"a desk with a monitor, keyboard and a mouse on it. [SEP]"
/home/forte/users/nishida/outputs/21666-2.png,A computer desk illumined by a lamp at night.,"a desk with a monitor, keyboard and a mouse on it. [SEP]"
/home/forte/users/nishida/outputs/21666-3.png,A computer desk illumined by a lamp at night.,a light turned on at a desk with a chair and computer. [SEP]
/home/forte/users/nishida/outputs/21667-1.png,"A cloth book with a bear holding a cake with the words ""birthday wishes"" inscribed on it.",the bear is inside of the book [SEP]
/home/forte/users/nishida/outputs/21667-2.png,"A cloth book with a bear holding a cake with the words ""birthday wishes"" inscribed on it.",a birthday cake with a teddy bear in the middle of it. [SEP]
/home/forte/users/nishida/outputs/21667-3.png,"A cloth book with a bear holding a cake with the words ""birthday wishes"" inscribed on it.",a bear with a colorful design is on a tree branch. [SEP]
/home/forte/users/nishida/outputs/21668-1.png,i think these are remote control airplanes in the air,a large airplane flying through a sky filled with clouds. [SEP]
/home/forte/users/nishida/outputs/21668-2.png,i think these are remote control airplanes in the air,a small airplane with a car under it [SEP]
/home/forte/users/nishida/outputs/21668-3.png,i think these are remote control airplanes in the air,a small air plane on a run way [SEP]
/home/forte/users/nishida/outputs/21669-1.png,Someone adding a slice of pizza to their plate.,"a pizza, with half pepperoni and half mushrooms. [SEP]"
/home/forte/users/nishida/outputs/21669-2.png,Someone adding a slice of pizza to their plate.,a woman moves to grab a knife to cut two pizzas. [SEP]
/home/forte/users/nishida/outputs/21669-3.png,Someone adding a slice of pizza to their plate.,a woman uses a pizza cutter on a small pizza [SEP]
/home/forte/users/nishida/outputs/21670-1.png,A white cake topped with coconut on a counter.,a cake with a piece cut out of it. [SEP]
/home/forte/users/nishida/outputs/21670-2.png,A white cake topped with coconut on a counter.,a cake with a piece taken out of it. [SEP]
/home/forte/users/nishida/outputs/21670-3.png,A white cake topped with coconut on a counter.,a cake with a piece cut out of it. [SEP]
/home/forte/users/nishida/outputs/21671-1.png,Two sinks and mirrors line the right side of a public restroom.,a bathroom with a toilet and sink and a mirror [SEP]
/home/forte/users/nishida/outputs/21671-2.png,Two sinks and mirrors line the right side of a public restroom.,the bathroom with a toilet has an interesting sink. [SEP]
/home/forte/users/nishida/outputs/21671-3.png,Two sinks and mirrors line the right side of a public restroom.,a restroom with three mirrors above two sinks. [SEP]
/home/forte/users/nishida/outputs/21672-1.png,A PLATED SANDWICH AND SAUCE WITH A COFFEE MUG.,a sandwich with meat and vegetables on a plate. [SEP]
/home/forte/users/nishida/outputs/21672-2.png,A PLATED SANDWICH AND SAUCE WITH A COFFEE MUG.,a sandwich on a plate and a cup of coffee. [SEP]
/home/forte/users/nishida/outputs/21672-3.png,A PLATED SANDWICH AND SAUCE WITH A COFFEE MUG.,a white plate topped with a sandwich and bowl of soup. [SEP]
