image_id,correct,generate
/home/forte/users/nishida/outputs-flickr/21626-2.png,A goalie tried and failed to defend a shot in a hockey game .,a hockey player is making a save [SEP]
/home/forte/users/nishida/outputs-flickr/21626-3.png,A goalie tried and failed to defend a shot in a hockey game .,a hockey player is making a save [SEP]
/home/forte/users/nishida/outputs-flickr/21627-1.png,A city street has three people walking in different directions .,people walking down a city street [SEP]
/home/forte/users/nishida/outputs-flickr/21627-2.png,A city street has three people walking in different directions .,two people walking down a street [SEP]
/home/forte/users/nishida/outputs-flickr/21627-3.png,A city street has three people walking in different directions .,a person is painting a street with white paint [SEP]
/home/forte/users/nishida/outputs-flickr/21628-1.png,the black dog carries an object in the snow .,a black dog standing in the snow [SEP]
/home/forte/users/nishida/outputs-flickr/21628-2.png,the black dog carries an object in the snow .,a black dog in the snow [SEP]
/home/forte/users/nishida/outputs-flickr/21628-3.png,the black dog carries an object in the snow .,a black dog standing in the snow [SEP]
/home/forte/users/nishida/outputs-flickr/21629-1.png,Several African women sit in front of a hut .,three women sitting outside their hut [SEP]
/home/forte/users/nishida/outputs-flickr/21629-2.png,Several African women sit in front of a hut .,three women sitting in front of a hut [SEP]
/home/forte/users/nishida/outputs-flickr/21629-3.png,Several African women sit in front of a hut .,a group of women sitting in front of a hut [SEP]
/home/forte/users/nishida/outputs-flickr/21630-1.png,A cat sits near a person wearing long pants and pink flip-flop shoes .,a cat sitting on the floor next to a woman's feet [SEP]
/home/forte/users/nishida/outputs-flickr/21630-2.png,A cat sits near a person wearing long pants and pink flip-flop shoes .,a cat sitting on the ground next to a pair of shoes [SEP]
/home/forte/users/nishida/outputs-flickr/21630-3.png,A cat sits near a person wearing long pants and pink flip-flop shoes .,a person wearing pink sandals and a pair of pink sandals [SEP]
/home/forte/users/nishida/outputs-flickr/21631-1.png,A man is skateboarding up a ramp .,a man on a skateboard doing a trick [SEP]
/home/forte/users/nishida/outputs-flickr/21631-2.png,A man is skateboarding up a ramp .,a man riding a skateboard down a ramp [SEP]
/home/forte/users/nishida/outputs-flickr/21631-3.png,A man is skateboarding up a ramp .,a man on a skateboard doing a trick [SEP]
/home/forte/users/nishida/outputs-flickr/21632-1.png,A man in a red jacket mountain climbing an icy rock mountain .,a man in red jacket sitting on a rock [SEP]
/home/forte/users/nishida/outputs-flickr/21632-2.png,A man in a red jacket mountain climbing an icy rock mountain .,a person walking up a snowy slope with a red jacket [SEP]
/home/forte/users/nishida/outputs-flickr/21632-3.png,A man in a red jacket mountain climbing an icy rock mountain .,a man climbing on a rocky mountain [SEP]
/home/forte/users/nishida/outputs-flickr/21633-1.png,Man doing a skateboard trick .,a man doing a trick on a skateboard [SEP]
/home/forte/users/nishida/outputs-flickr/21633-2.png,Man doing a skateboard trick .,a man riding a skateboard down a cement ramp [SEP]
/home/forte/users/nishida/outputs-flickr/21633-3.png,Man doing a skateboard trick .,a man is doing a trick on a skateboard [SEP]
/home/forte/users/nishida/outputs-flickr/21634-1.png,"Ever since his baby girl started coming to the arcade with him , the dad enjoys watching others play his favorite pinball game .",a boy playing a video game [SEP]
/home/forte/users/nishida/outputs-flickr/21634-2.png,"Ever since his baby girl started coming to the arcade with him , the dad enjoys watching others play his favorite pinball game .",a boy and a boy playing a video game [SEP]
/home/forte/users/nishida/outputs-flickr/21634-3.png,"Ever since his baby girl started coming to the arcade with him , the dad enjoys watching others play his favorite pinball game .",a man and a baby playing a video game [SEP]
/home/forte/users/nishida/outputs-flickr/21635-1.png,Three young boys playing outside and posing for a picture,three boys standing in a field [SEP]
/home/forte/users/nishida/outputs-flickr/21635-2.png,Three young boys playing outside and posing for a picture,three young boys in the park [SEP]
/home/forte/users/nishida/outputs-flickr/21635-3.png,Three young boys playing outside and posing for a picture,three boys standing in the park [SEP]
/home/forte/users/nishida/outputs-flickr/21636-1.png,Two women admiring a game at the Giorgio arcade .,a woman looking at a row of slot machines [SEP]
/home/forte/users/nishida/outputs-flickr/21636-2.png,Two women admiring a game at the Giorgio arcade .,a woman playing a video game in a casino [SEP]
/home/forte/users/nishida/outputs-flickr/21636-3.png,Two women admiring a game at the Giorgio arcade .,"a woman looks at a television set in the lobby of the new york hotel on march 15, 1960 in new york, new york, new [SEP]"
/home/forte/users/nishida/outputs-flickr/21637-1.png,A large crowd standing in front of a very large painting .,a large crowd of people standing in front of a large painting [SEP]
/home/forte/users/nishida/outputs-flickr/21637-2.png,A large crowd standing in front of a very large painting .,people standing in front of a painting [SEP]
/home/forte/users/nishida/outputs-flickr/21637-3.png,A large crowd standing in front of a very large painting .,people looking at a painting in a museum [SEP]
/home/forte/users/nishida/outputs-flickr/21638-1.png,A man playing the guitar .,a man playing a guitar outside [SEP]
/home/forte/users/nishida/outputs-flickr/21638-2.png,A man playing the guitar .,a man playing a guitar in a room [SEP]
/home/forte/users/nishida/outputs-flickr/21638-3.png,A man playing the guitar .,a man playing a guitar [SEP]
/home/forte/users/nishida/outputs-flickr/21639-1.png,Man with a guitar drinking a canned drink .,a man sitting on a bench playing a guitar [SEP]
/home/forte/users/nishida/outputs-flickr/21639-2.png,Man with a guitar drinking a canned drink .,a man with a beard playing a guitar [SEP]
/home/forte/users/nishida/outputs-flickr/21639-3.png,Man with a guitar drinking a canned drink .,a man playing guitar [SEP]
/home/forte/users/nishida/outputs-flickr/21640-1.png,A boy sitting at a table doing something on his phone .,a young boy sitting at a table using his phone [SEP]
/home/forte/users/nishida/outputs-flickr/21640-2.png,A boy sitting at a table doing something on his phone .,a young boy sitting at a table using a cell phone [SEP]
/home/forte/users/nishida/outputs-flickr/21640-3.png,A boy sitting at a table doing something on his phone .,a young boy sitting at a table using a cell [SEP]
/home/forte/users/nishida/outputs-flickr/21641-1.png,"A military member of a group called "" Old iron Sides "" smiles as he looks at a device in both hands and a child with over sized sunglasses on looks at him with a juice box in his hands .",a man wearing sunglasses [SEP]
/home/forte/users/nishida/outputs-flickr/21641-2.png,"A military member of a group called "" Old iron Sides "" smiles as he looks at a device in both hands and a child with over sized sunglasses on looks at him with a juice box in his hands .",a man in a military uniform is holding a small child [SEP]
/home/forte/users/nishida/outputs-flickr/21641-3.png,"A military member of a group called "" Old iron Sides "" smiles as he looks at a device in both hands and a child with over sized sunglasses on looks at him with a juice box in his hands .",a soldier holds a child's hand as he holds a can of soda [SEP]
/home/forte/users/nishida/outputs-flickr/21642-1.png,A man wearing a black coat and knit cap walking the city streets .,a man walking down a sidewalk in a city [SEP]
/home/forte/users/nishida/outputs-flickr/21642-2.png,A man wearing a black coat and knit cap walking the city streets .,a man walking down a street in a city [SEP]
/home/forte/users/nishida/outputs-flickr/21642-3.png,A man wearing a black coat and knit cap walking the city streets .,a man walking down a street with a cane [SEP]
/home/forte/users/nishida/outputs-flickr/21643-1.png,A man and two women are riding a vehicle that is racing past the surrounding scenery .,two girls riding a motorcycle down a road [SEP]
/home/forte/users/nishida/outputs-flickr/21643-2.png,A man and two women are riding a vehicle that is racing past the surrounding scenery .,two women riding bikes on a road [SEP]
/home/forte/users/nishida/outputs-flickr/21643-3.png,A man and two women are riding a vehicle that is racing past the surrounding scenery .,two people riding motorcycles on a road [SEP]
/home/forte/users/nishida/outputs-flickr/21644-1.png,An elderly woman serving bread to a man and a woman dressed in blue t-shirts and light brown pants,two women standing in a kitchen preparing bread [SEP]
/home/forte/users/nishida/outputs-flickr/21644-2.png,An elderly woman serving bread to a man and a woman dressed in blue t-shirts and light brown pants,three older women standing around a table with bread [SEP]
/home/forte/users/nishida/outputs-flickr/21644-3.png,An elderly woman serving bread to a man and a woman dressed in blue t-shirts and light brown pants,three elderly women eating bread [SEP]
/home/forte/users/nishida/outputs-flickr/21645-1.png,A shaggy dog runs down a dirt trail in a lush forest .,a trail in the jungle [SEP]
/home/forte/users/nishida/outputs-flickr/21645-2.png,A shaggy dog runs down a dirt trail in a lush forest .,a dog walking down a path in the woods [SEP]
/home/forte/users/nishida/outputs-flickr/21645-3.png,A shaggy dog runs down a dirt trail in a lush forest .,a small dog standing in the grass [SEP]
/home/forte/users/nishida/outputs-flickr/21646-1.png,On stage a man with a microphone and a man with a saxophone perform .,a man in a suit playing a saxophone [SEP]
/home/forte/users/nishida/outputs-flickr/21646-2.png,On stage a man with a microphone and a man with a saxophone perform .,a man in a suit and tie playing a saxophone [SEP]
/home/forte/users/nishida/outputs-flickr/21646-3.png,On stage a man with a microphone and a man with a saxophone perform .,a man playing a saxophone [SEP]
/home/forte/users/nishida/outputs-flickr/21647-1.png,A man in tan pants is eating while sitting next to a plate and a pair of shoes .,a man sitting on a bench holding a cup of coffee [SEP]
/home/forte/users/nishida/outputs-flickr/21647-2.png,A man in tan pants is eating while sitting next to a plate and a pair of shoes .,a man sitting on a bench with a plate of pizza [SEP]
/home/forte/users/nishida/outputs-flickr/21647-3.png,A man in tan pants is eating while sitting next to a plate and a pair of shoes .,a man eating a piece of pizza in a restaurant [SEP]
/home/forte/users/nishida/outputs-flickr/21648-1.png,A baby standing next to a sofa smiles at the camera .,a baby is standing in front of a couch [SEP]
/home/forte/users/nishida/outputs-flickr/21648-2.png,A baby standing next to a sofa smiles at the camera .,a baby standing on a carpet in a living room [SEP]
/home/forte/users/nishida/outputs-flickr/21648-3.png,A baby standing next to a sofa smiles at the camera .,a baby sitting on a couch with his hands out [SEP]
/home/forte/users/nishida/outputs-flickr/21649-1.png,Two men kayaking in rough waters .,two people in kayaks on the water [SEP]
/home/forte/users/nishida/outputs-flickr/21649-2.png,Two men kayaking in rough waters .,two people in kayaks [SEP]
/home/forte/users/nishida/outputs-flickr/21649-3.png,Two men kayaking in rough waters .,a man in a kayak pad pad [SEP]
/home/forte/users/nishida/outputs-flickr/21650-1.png,People watch as a bunch of boys stand around and perhaps hold still a large pole .,a group of people standing around a pole [SEP]
/home/forte/users/nishida/outputs-flickr/21650-2.png,People watch as a bunch of boys stand around and perhaps hold still a large pole .,a crowd of children standing in front of a building [SEP]
/home/forte/users/nishida/outputs-flickr/21650-3.png,People watch as a bunch of boys stand around and perhaps hold still a large pole .,a group of people standing in a parking [SEP]
/home/forte/users/nishida/outputs-flickr/21651-1.png,A boy wearing a blue wetsuit rides on a blue surfboard .,a man on a surfboard [SEP]
/home/forte/users/nishida/outputs-flickr/21651-2.png,A boy wearing a blue wetsuit rides on a blue surfboard .,a young boy riding a surf board on a wave [SEP]
/home/forte/users/nishida/outputs-flickr/21651-3.png,A boy wearing a blue wetsuit rides on a blue surfboard .,a young boy in a blue wet suit surfing on a wave [SEP]
/home/forte/users/nishida/outputs-flickr/21652-1.png,A woman and man walking down a street in an Asian locale .,a man and woman walking down a narrow street [SEP]
/home/forte/users/nishida/outputs-flickr/21652-2.png,A woman and man walking down a street in an Asian locale .,a couple walking down a street holding hands [SEP]
/home/forte/users/nishida/outputs-flickr/21652-3.png,A woman and man walking down a street in an Asian locale .,a couple walking down the street holding hands [SEP]
/home/forte/users/nishida/outputs-flickr/21653-1.png,Children play on a sit-and-spin at the local playground while others slide in the background .,children playing on a playground [SEP]
/home/forte/users/nishida/outputs-flickr/21653-2.png,Children play on a sit-and-spin at the local playground while others slide in the background .,children playing on a slide [SEP]
/home/forte/users/nishida/outputs-flickr/21653-3.png,Children play on a sit-and-spin at the local playground while others slide in the background .,children playing on a playground [SEP]
/home/forte/users/nishida/outputs-flickr/21654-1.png,A rugby team gives chase as the man in possession punts the ball .,a rugby player is trying to get the ball [SEP]
/home/forte/users/nishida/outputs-flickr/21654-2.png,A rugby team gives chase as the man in possession punts the ball .,a rugby player is running with the ball [SEP]
/home/forte/users/nishida/outputs-flickr/21654-3.png,A rugby team gives chase as the man in possession punts the ball .,a rugby player is running with the ball [SEP]
/home/forte/users/nishida/outputs-flickr/21655-1.png,A woman in a green shirt and face paint is looking at something .,a woman with green and blue makeup [SEP]
/home/forte/users/nishida/outputs-flickr/21655-2.png,A woman in a green shirt and face paint is looking at something .,a woman with green face paint and black eyebrows [SEP]
/home/forte/users/nishida/outputs-flickr/21655-3.png,A woman in a green shirt and face paint is looking at something .,a woman with green face paint [SEP]
/home/forte/users/nishida/outputs-flickr/21656-1.png,A small child dressed all in blue for winter stands holding a red snowshovel with a snow covered mini van behind him .,a young boy standing in the snow next to a green van [SEP]
/home/forte/users/nishida/outputs-flickr/21656-2.png,A small child dressed all in blue for winter stands holding a red snowshovel with a snow covered mini van behind him .,a child holding a red frth [SEP]
/home/forte/users/nishida/outputs-flickr/21656-3.png,A small child dressed all in blue for winter stands holding a red snowshovel with a snow covered mini van behind him .,a young boy in a red jacket holding a blue plastic cup [SEP]
/home/forte/users/nishida/outputs-flickr/21657-1.png,A smiling child is standing behind a tree .,a little girl standing next to a tree [SEP]
/home/forte/users/nishida/outputs-flickr/21657-2.png,A smiling child is standing behind a tree .,a little girl standing next to a tree [SEP]
/home/forte/users/nishida/outputs-flickr/21657-3.png,A smiling child is standing behind a tree .,a young boy standing in the grass under a tree [SEP]
/home/forte/users/nishida/outputs-flickr/21658-1.png,A boy is covered in fall leaves in the yard .,a young boy standing in front of a house with leaves on the ground [SEP]
/home/forte/users/nishida/outputs-flickr/21658-2.png,A boy is covered in fall leaves in the yard .,a young boy laying in the leaves [SEP]
/home/forte/users/nishida/outputs-flickr/21658-3.png,A boy is covered in fall leaves in the yard .,a young boy is playing in the leaves [SEP]
/home/forte/users/nishida/outputs-flickr/21659-1.png,A skateboarder wearing a gray helmet is riding his board along a concrete curve .,a man riding a skateboard on a ramp [SEP]
/home/forte/users/nishida/outputs-flickr/21659-2.png,A skateboarder wearing a gray helmet is riding his board along a concrete curve .,a boy on a skateboard rides down a curved road [SEP]
/home/forte/users/nishida/outputs-flickr/21659-3.png,A skateboarder wearing a gray helmet is riding his board along a concrete curve .,a skateboarder is doing a trick on a ramp [SEP]
/home/forte/users/nishida/outputs-flickr/21660-1.png,a brown dog sniffs a tree stump .,a dog standing on top of a tree [SEP]
/home/forte/users/nishida/outputs-flickr/21660-2.png,a brown dog sniffs a tree stump .,a dog is sitting on a stump in the woods [SEP]
/home/forte/users/nishida/outputs-flickr/21660-3.png,a brown dog sniffs a tree stump .,a dog is peeking out from behind a tree [SEP]
/home/forte/users/nishida/outputs-flickr/21661-1.png,Woman dressed in black waves fan behind display .,a woman in a black and white striped dress [SEP]
/home/forte/users/nishida/outputs-flickr/21661-2.png,Woman dressed in black waves fan behind display .,a woman in a black dress standing in front of a wall of posters [SEP]
/home/forte/users/nishida/outputs-flickr/21661-3.png,Woman dressed in black waves fan behind display .,a woman standing next to a black and white bag [SEP]
/home/forte/users/nishida/outputs-flickr/21662-1.png,Two men and a child working outside on different equipment .,two men are digging dirt in front of a house [SEP]
/home/forte/users/nishida/outputs-flickr/21662-2.png,Two men and a child working outside on different equipment .,a man pushing a child on a small cart [SEP]
/home/forte/users/nishida/outputs-flickr/21662-3.png,Two men and a child working outside on different equipment .,two men are working on a lawn with a lawn mower [SEP]
/home/forte/users/nishida/outputs-flickr/21663-1.png,A barefoot young child in a white tee-shirt is climbing a skate park wall .,a boy on a skateboard [SEP]
/home/forte/users/nishida/outputs-flickr/21663-2.png,A barefoot young child in a white tee-shirt is climbing a skate park wall .,a boy on a skateboard [SEP]
/home/forte/users/nishida/outputs-flickr/21663-3.png,A barefoot young child in a white tee-shirt is climbing a skate park wall .,a boy is climbing up a wall [SEP]
/home/forte/users/nishida/outputs-flickr/21664-1.png,Two young men pose for a picture while they are installing new floor tile in a bathroom .,two men in a bathroom [SEP]
/home/forte/users/nishida/outputs-flickr/21664-2.png,Two young men pose for a picture while they are installing new floor tile in a bathroom .,two men laying tile on the floor [SEP]
/home/forte/users/nishida/outputs-flickr/21664-3.png,Two young men pose for a picture while they are installing new floor tile in a bathroom .,two men standing next to each other men [SEP]
/home/forte/users/nishida/outputs-flickr/21665-1.png,A man in a black shirt and brown pants is jumping in the air performing a karate kick towards a man in a red shirt and black hat .,a man in a red shirt [SEP]
/home/forte/users/nishida/outputs-flickr/21665-2.png,A man in a black shirt and brown pants is jumping in the air performing a karate kick towards a man in a red shirt and black hat .,a man in a black kimonog [SEP]
/home/forte/users/nishida/outputs-flickr/21665-3.png,A man in a black shirt and brown pants is jumping in the air performing a karate kick towards a man in a red shirt and black hat .,a man in a white shirt and black pants doing a trick [SEP]
/home/forte/users/nishida/outputs-flickr/21666-1.png,A woman kneels in the dirt with paleontologist archeologist tools .,a woman kneeling down to plant a tree [SEP]
/home/forte/users/nishida/outputs-flickr/21666-2.png,A woman kneels in the dirt with paleontologist archeologist tools .,two women planting in a garden [SEP]
/home/forte/users/nishida/outputs-flickr/21666-3.png,A woman kneels in the dirt with paleontologist archeologist tools .,two women digging in the sand [SEP]
/home/forte/users/nishida/outputs-flickr/21667-1.png,A man is wearing a green shirt and a welders mask .,a man in a green shirt and mask working on a piece of wood [SEP]
/home/forte/users/nishida/outputs-flickr/21667-2.png,A man is wearing a green shirt and a welders mask .,a man wearing a green helmet [SEP]
/home/forte/users/nishida/outputs-flickr/21667-3.png,A man is wearing a green shirt and a welders mask .,a welder welding in a factory [SEP]
/home/forte/users/nishida/outputs-flickr/21668-1.png,"A woman is holding a toddler in a red shirt , who is looking back at her .",a woman holding a baby in her arms [SEP]
/home/forte/users/nishida/outputs-flickr/21668-2.png,"A woman is holding a toddler in a red shirt , who is looking back at her .",a woman holding a baby in her arms [SEP]
/home/forte/users/nishida/outputs-flickr/21668-3.png,"A woman is holding a toddler in a red shirt , who is looking back at her .",a woman holding a baby in her arms [SEP]
/home/forte/users/nishida/outputs-flickr/21669-1.png,A group of Seminole cheerleaders embrace a young fan at a game .,a group of cheerleaders perform during a game [SEP]
/home/forte/users/nishida/outputs-flickr/21669-2.png,A group of Seminole cheerleaders embrace a young fan at a game .,the girls in green and orange cheer for the football team [SEP]
/home/forte/users/nishida/outputs-flickr/21669-3.png,A group of Seminole cheerleaders embrace a young fan at a game .,the cheer team is all smiles as they perform for the crowd [SEP]
